id,character,dialog,next_event_id,next_event,name,chapter
2186,LIRIA,The ground is getting… sticky.,2187,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 3,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2187,LIRIA,And it's not mud….,2188,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 4,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2188,LIRIA,It's… resin?,2189,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 5,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2189,LIRIA,It seems to come from the trees' roots.,2190,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 6,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2190,LIRIA,But… why?,2191,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 7,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2191,LIRIA,Why would these trees expel their own healing sap by themselves?,2192,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 8,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2192,LIRIA,Could they be… producing more than they should be producing?,2193,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 9,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2193,LIRIA,How curious…,2194,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 10,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2194,LIRIA,It feels as if the passage of time were crushing them.,2195,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 11,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2195,LIRIA,Forcing them to shed their own vital substances…,2196,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 12,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2196,LIRIA,… simply because they produce far more than they can use.,2197,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 13,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2197,LIRIA,"Let's keep going, @NAME.",2198,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 14,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2198,LIRIA,But let's move calmly and carefully.,2199,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 15,22 EXT. BOSQUE PERIFÉRICO - AMANECER
2199,LIRIA,"The more we try to run, the more we'll end up trapped by this forest.",,END,EXT. BOSQUE PERIFÉRICO - AMANECER 16,22 EXT. BOSQUE PERIFÉRICO - AMANECER
3282,LIRIA,Ugh...,3283,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 1,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3283,LIRIA,"@NAME, are you okay?",3284,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 2,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3284,LIRIA,What exhausting enemies...,3285,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 3,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3285,LIRIA,Facing them is like trying to read a book in a junk shop.,3286,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 4,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3286,LIRIA,Still... I admit I feel a bit of compassion for them.,3287,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 5,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3287,LIRIA,"For a moment, I felt like they needed to beat us.",3288,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 6,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3288,LIRIA,They needed that victory.,3289,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 7,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3289,LIRIA,But we can't take risks right now...,3290,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 8,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3290,LIRIA,One wrong step could leave us out of action for far too long.,3291,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 9,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3291,LIRIA,"And right now, time is running out.",3292,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 10,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3292,LIRIA,Maybe in the future we can stop and talk to some of them.,3293,CONVERSATION,EXT. BOSQUE PERIFÉRICO II - AMANECER 11,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3293,LIRIA,"Maybe that way, no one will have to suffer the bitterness of defeat.",,END,EXT. BOSQUE PERIFÉRICO II - AMANECER 12,23 EXT. BOSQUE PERIFÉRICO II - AMANECER
3294,LIRIA,"Hey, look up there.",3295,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 1,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3295,LIRIA,See that substance dripping from the upper branches?,3296,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 2,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3296,LIRIA,"Across Mindveil, it goes by many names...",3297,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 3,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3297,LIRIA,"Though maybe the most common is ""Tear of Torpor"".",3298,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 4,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3298,LIRIA,They say some corrupt alchemists collect it to distill Elixirs of Euphoria...,3299,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 5,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3299,LIRIA,"Apparently, a single drop of these elixirs can make anyone feel an unparalleled sense of ecstasy.",3300,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 6,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3300,LIRIA,"As if you'd achieved all your goals at once, in a matter of seconds.",3301,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 7,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3301,LIRIA,But don't let that feeling fool you...,3302,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 8,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3302,LIRIA,That's exactly what makes them sweet poisons.,3303,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 9,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3303,LIRIA,"Once you've tried them, it's hard not to develop a dependence on them...",3304,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 10,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3304,LIRIA,...or to accept sacrifice as something necessary for satisfaction ever again.,3305,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 11,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3305,LIRIA,Anyway... I think that makes my opinion on the matter clear.,3306,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 12,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3306,LIRIA,"The farther we stay from these substances, the better!",3307,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 13,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3307,LIRIA,I assure you that in the future we'll be able to feel just as ecstatic without having to turn to them.,3308,CONVERSATION,EXT. BOSQUE PERIFÉRICO - AMANECER 14,24 EXT. BOSQUE PERIFÉRICO - AMANECER
3308,LIRIA,And more importantly: by our own merits.,,END,EXT. BOSQUE PERIFÉRICO - AMANECER 15,24 EXT. BOSQUE PERIFÉRICO - AMANECER
4391,LIRIA,"Hey, @NAME...",4392,CONVERSATION,EXT. CAMINO REAL II - AMANECER 1,25 EXT. CAMINO REAL II - AMANECER
4392,LIRIA,I should take advantage of these moments to tell you more about Mindveil's current state.,4393,CONVERSATION,EXT. CAMINO REAL II - AMANECER 2,25 EXT. CAMINO REAL II - AMANECER
4393,LIRIA,"After all, I'm your guide, right?",4394,CONVERSATION,EXT. CAMINO REAL II - AMANECER 3,25 EXT. CAMINO REAL II - AMANECER
4394,LIRIA,"Let's see, let me think...",4395,CONVERSATION,EXT. CAMINO REAL II - AMANECER 4,25 EXT. CAMINO REAL II - AMANECER
4395,LIRIA,There's a detail that's been with us since you arrived.,4396,CONVERSATION,EXT. CAMINO REAL II - AMANECER 5,25 EXT. CAMINO REAL II - AMANECER
4396,LIRIA,...And I'm sure you haven't overlooked it.,4397,CONVERSATION,EXT. CAMINO REAL II - AMANECER 6,25 EXT. CAMINO REAL II - AMANECER
4397,LIRIA,"The monsters here are very, very restless.",4398,CONVERSATION,EXT. CAMINO REAL II - AMANECER 7,25 EXT. CAMINO REAL II - AMANECER
4398,LIRIA,It's as if they're afraid of being frozen in place.,4399,CONVERSATION,EXT. CAMINO REAL II - AMANECER 8,25 EXT. CAMINO REAL II - AMANECER
4399,LIRIA,But the most interesting thing is that it isn't something exclusive to the monsters.,4400,CONVERSATION,EXT. CAMINO REAL II - AMANECER 9,25 EXT. CAMINO REAL II - AMANECER
4400,LIRIA,"People can't rest either, not even in the most critical moments.",4401,CONVERSATION,EXT. CAMINO REAL II - AMANECER 10,25 EXT. CAMINO REAL II - AMANECER
4401,LIRIA,"Remember how eager that royal guard at the castle was to get back to his duties, after days shut in...",4402,CONVERSATION,EXT. CAMINO REAL II - AMANECER 11,25 EXT. CAMINO REAL II - AMANECER
4402,LIRIA,Without even resting.,4403,CONVERSATION,EXT. CAMINO REAL II - AMANECER 12,25 EXT. CAMINO REAL II - AMANECER
4403,LIRIA,"It's as if by doing more, they felt freer, or in tune with what's expected of them.",4404,CONVERSATION,EXT. CAMINO REAL II - AMANECER 13,25 EXT. CAMINO REAL II - AMANECER
4404,LIRIA,"As if satisfaction were always in the next step, the next object, the next encounter.",4405,CONVERSATION,EXT. CAMINO REAL II - AMANECER 14,25 EXT. CAMINO REAL II - AMANECER
4405,LIRIA,An endless race against their very selves.,4406,CONVERSATION,EXT. CAMINO REAL II - AMANECER 15,25 EXT. CAMINO REAL II - AMANECER
4406,LIRIA,I know all of this is kind of sad...,4407,CONVERSATION,EXT. CAMINO REAL II - AMANECER 16,25 EXT. CAMINO REAL II - AMANECER
4407,LIRIA,But maybe we can make use of it somehow.,4408,CONVERSATION,EXT. CAMINO REAL II - AMANECER 17,25 EXT. CAMINO REAL II - AMANECER
4408,LIRIA,Let's keep it in mind the next time we have to negotiate with someone... or put down some creature.,,END,EXT. CAMINO REAL II - AMANECER 18,25 EXT. CAMINO REAL II - AMANECER
5491,LIRIA,@NAME… Look at the horizon.,5492,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 1,26 EXT. COLINA DEL VIGÍA - AMANECER
5492,LIRIA,Do you see those distant flashes?,5493,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 2,26 EXT. COLINA DEL VIGÍA - AMANECER
5493,LIRIA,I think that…,5494,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 3,26 EXT. COLINA DEL VIGÍA - AMANECER
5494,LIRIA,I think they match the location of Hushgrove.,5495,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 4,26 EXT. COLINA DEL VIGÍA - AMANECER
5495,LIRIA,And they don't look like torch fire… or mana crystals…,5496,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 5,26 EXT. COLINA DEL VIGÍA - AMANECER
5496,LIRIA,Ah…,5497,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 6,26 EXT. COLINA DEL VIGÍA - AMANECER
5497,LIRIA,It can't be…,5498,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 7,26 EXT. COLINA DEL VIGÍA - AMANECER
5498,LIRIA,I can't believe the horde is already there.,5499,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 8,26 EXT. COLINA DEL VIGÍA - AMANECER
5499,LIRIA,But all that artifice… It can't be anything else.,5500,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 9,26 EXT. COLINA DEL VIGÍA - AMANECER
5500,LIRIA,"@NAME, be careful with your perception from here on.",5501,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 10,26 EXT. COLINA DEL VIGÍA - AMANECER
5501,LIRIA,"It's possible that, as we get closer to the village, you'll feel your senses overwhelmed.",5502,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 11,26 EXT. COLINA DEL VIGÍA - AMANECER
5502,LIRIA,All those lights and stimuli…,5503,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 12,26 EXT. COLINA DEL VIGÍA - AMANECER
5503,LIRIA,They hurt just to look at.,5504,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 13,26 EXT. COLINA DEL VIGÍA - AMANECER
5504,LIRIA,It'll be hard to fight in that state.,5505,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 14,26 EXT. COLINA DEL VIGÍA - AMANECER
5505,LIRIA,"But, in those moments of weakness, we must make a conscious effort to isolate ourselves from the outside.",5506,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 15,26 EXT. COLINA DEL VIGÍA - AMANECER
5506,LIRIA,Focus our attention. Look the fire in the eye.,5507,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 16,26 EXT. COLINA DEL VIGÍA - AMANECER
5507,LIRIA,"If at any moment you need help, fix your focus on me or on our objective.",5508,CONVERSATION,EXT. COLINA DEL VIGÍA - AMANECER 17,26 EXT. COLINA DEL VIGÍA - AMANECER
5508,LIRIA,I'll be by your side when you need me.,,END,EXT. COLINA DEL VIGÍA - AMANECER 18,26 EXT. COLINA DEL VIGÍA - AMANECER
6591,LIRIA,"Alright, @NAME... We've arrived.",6592,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 1,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6592,LIRIA,We're at the gates of Hushgrove.,6593,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 2,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6593,LIRIA,"Look at all those lights, see how the village radiates heat...",6594,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 3,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6594,LIRIA,"Listen to the footsteps, the creaks, the knocks against the rock.",6595,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 4,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6595,LIRIA,There's no doubt the horde is still in there...,6596,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 5,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6596,LIRIA,Though I hope the whole village has already gotten to safety.,6597,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 6,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6597,LIRIA,"Either way, we need to check as soon as possible.",6598,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 7,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6598,LIRIA,"Are you ready to step into the hornet's nest, @NAME?",6599,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 8,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6599,LIRIA,"Once we go in, silence will be a luxury we can't afford.",6600,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 9,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6600,JUGADOR,Attack!,6601,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 10,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6601,LIRIA,That's what I like to hear!,6602,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 11,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6602,LIRIA,"With that attitude, and with my unquestionable power...",6603,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 12,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6603,LIRIA,There will be nothing and no one in there that can stand against us!,,END,EXT. PUERTAS DE LA ALDEA - AMANECER 13,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6604,JUGADOR,I need to do something first.,6605,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 14,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6605,LIRIA,"I understand, @NAME.",6606,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 15,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6606,LIRIA,I think it's worth making sure we're well prepared for this raid.,6607,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 16,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6607,LIRIA,One small mistake... and it could be our last.,6608,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 17,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6608,LIRIA,Let me know when you're ready.,6609,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 18,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6609,LIRIA,Although...,6610,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 19,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6610,LIRIA,"Before we set foot in there, I have to confess something.",6611,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 20,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6611,LIRIA,It's complicated... but I'll be quick.,6612,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 21,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6612,LIRIA,"As we drew closer to the village, I felt something inside me that wasn't working the way it should.",6613,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 22,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6613,LIRIA,"Honestly, I was burning with the desire to arrive.",6614,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 23,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6614,LIRIA,"But truth be told, it was becoming less and less genuine worry for the village...",6615,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 24,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6615,LIRIA,"...and more an overwhelming curiosity to find out what had happened to them, and to the horde.",6616,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 25,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6616,LIRIA,"I knew the village was in trouble, and yet my mind only craved knowledge.",6617,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 26,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6617,LIRIA,Knowing what we're up against. What the people of the town faced. Seeing something new.,6618,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 27,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6618,LIRIA,"But I know myself, and I know I'm not like that.",6619,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 28,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6619,LIRIA,And I'm your guide. I can't afford to wander off like this.,6620,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 29,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6620,JUGADOR,We all break sometimes. You can lean on me.,6621,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 30,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6621,LIRIA,"Thank you from the bottom of my heart, @NAME.",6622,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 31,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6622,LIRIA,This means a lot to me...,6623,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 32,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6623,LIRIA,"And, in a way, I feel like it's not fair to you.",6624,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 33,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6624,LIRIA,I'm the one who's supposed to light your way in dark moments...,6625,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 34,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6625,LIRIA,But I won't refuse your support if I feel I need it.,6626,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 35,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6626,LIRIA,"We're a team, after all... right?",6645,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 36,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6627,JUGADOR,You're under the influence of this realm.,6628,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 37,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6628,LIRIA,It's possible...,6629,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 38,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6629,LIRIA,I admit I had thought that too...,6630,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 39,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6630,LIRIA,"I don't recognize myself, so the simplest thing is to assume something is influencing me like this.",6631,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 40,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6631,LIRIA,Though part of me feels like that's an excuse.,6632,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 41,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6632,LIRIA,"Anyway, if you think so too, maybe I should ignore that part.",6633,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 42,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6633,LIRIA,So I really appreciate you saying it.,6634,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 43,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6634,LIRIA,"A thousand thanks, @NAME. For supporting me without any obligation to do so.",6635,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 44,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6635,LIRIA,We're a team!,6645,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 45,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6636,JUGADOR,I'll let it slide... this time.,6637,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 46,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6637,LIRIA,Ouch...,6638,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 47,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6638,LIRIA,"Thank you, @NAME...",6639,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 48,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6639,LIRIA,I'm so sorry I've disappointed you with my attitude.,6640,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 49,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6640,LIRIA,"From now on, I'll do everything I can not to let myself be carried away by these invasive thoughts.",6641,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 50,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6641,LIRIA,"If I ever make another comment about it, just tell me, and I'll try to be more aware.",6642,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 51,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6642,LIRIA,I'd appreciate it if that happens.,6643,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 52,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6643,LIRIA,Together we can help each other keep improving.,6644,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 53,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6644,LIRIA,"After all, we're a team... right?",6645,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 54,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6645,LIRIA,That said...,6646,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 55,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6646,LIRIA,I think it's time to take the step.,6647,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 56,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6647,LIRIA,"Let's head into Hushgrove, @NAME...",6648,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 57,27 EXT. PUERTAS DE LA ALDEA - AMANECER
6648,LIRIA,Let's stay focused and move forward carefully.,6649,CONVERSATION,EXT. PUERTAS DE LA ALDEA - AMANECER 58,27 EXT. PUERTAS DE LA ALDEA - AMANECER
